,BATCH,source_name,tissue,age,treatment,genotype,lab,age,health state,cell_type,tissue_type,provider,sex
SRX2630327,,,thyroid gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,thyroid gland,,male
SRX2630328,,,thyroid gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,thyroid gland,,male
SRX2630329,,,thyroid gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,thyroid gland,,male
SRX2630330,,,thyroid gland,54 year,,,"Bradley Bernstein, Broad",54 year,,,thyroid gland,,male
SRX2630331,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630332,,,,69 year,,,"Bradley Bernstein, Broad",69 year,breast cancer (adenocarcinoma),MCF-7,,,female
SRX2630333,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630334,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630335,,,,13 year,,,"Bradley Bernstein, Broad",13 year,unknown,DND-41,,,male
SRX2630336,,,,13 year,,,"Bradley Bernstein, Broad",13 year,unknown,DND-41,,,male
SRX2630337,,,,48 year,,,"Bradley Bernstein, Broad",48 year,B cell lymphoma,OCI-LY7,,,male
SRX2630338,,,,48 year,,,"Bradley Bernstein, Broad",48 year,B cell lymphoma,OCI-LY7,,,male
SRX2630339,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),MCF-7,,,female
SRX2630340,,,gastrocnemius medialis,37 year,,,"Bradley Bernstein, Broad",37 year,,,gastrocnemius medialis,,male
SRX2630341,,,gastrocnemius medialis,37 year,,,"Bradley Bernstein, Broad",37 year,,,gastrocnemius medialis,,male
SRX2630342,,,gastrocnemius medialis,37 year,,,"Bradley Bernstein, Broad",37 year,,,gastrocnemius medialis,,male
SRX2630343,,,gastrocnemius medialis,37 year,,,"Bradley Bernstein, Broad",37 year,,,gastrocnemius medialis,,male
SRX2630344,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630345,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630346,,,thyroid gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,thyroid gland,,male
SRX2630347,,,thyroid gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,thyroid gland,,male
SRX2630348,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630349,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630350,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630351,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630352,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630353,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630354,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630355,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630356,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630357,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630358,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630359,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630360,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630361,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630362,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630363,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630364,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630365,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630366,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630367,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630368,,,,unknown,,,"Bradley Bernstein, Broad",unknown,colorectal carcinoma,HCT116,,,male
SRX2630369,,,,27 year,,,"Bradley Bernstein, Broad",27 year,normal,,,,female
SRX2630370,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630371,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630372,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630373,,,breast epithelium,53 year,,,"Bradley Bernstein, Broad",53 year,,,breast epithelium,,female
SRX2630374,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630375,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630376,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,KOPT-K1,,,not collected
SRX2630377,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,KOPT-K1,,,not collected
SRX2630378,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,KOPT-K1,,,not collected
SRX2630379,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630380,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630381,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630382,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630383,,,vagina,53 year,,,"Bradley Bernstein, Broad",53 year,,,vagina,,female
SRX2630384,,,vagina,53 year,,,"Bradley Bernstein, Broad",53 year,,,vagina,,female
SRX2630385,,,,31 year,,,"Bradley Bernstein, Broad",31 year,cervical adenocarcinoma,HeLa-S3,,,female
SRX2630386,,,,31 year,,,"Bradley Bernstein, Broad",31 year,cervical adenocarcinoma,HeLa-S3,,,female
SRX2630387,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630388,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630389,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630390,,,thoracic aorta,54 year,,,"Bradley Bernstein, Broad",54 year,,,thoracic aorta,,male
SRX2630391,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,,,,not collected
SRX2630392,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,,,,not collected
SRX2630393,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,,,,not collected
SRX2630394,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630395,,,,38 year,,,"Bradley Bernstein, Broad",38 year,T-cell acute lymphoblastic leukemia cell line ATCC CRL-2629,Loucy,,,female
SRX2630396,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630397,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630398,,,,42 year,,,"Bradley Bernstein, Broad",42 year,immunoglobulin A lambda myeloma,MM.1S,,,female
SRX2630399,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630400,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630401,,,thyroid gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,thyroid gland,,male
SRX2630402,,,thyroid gland,37 year,,,"Bradley Bernstein, Broad",37 year,,,thyroid gland,,male
SRX2630403,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630404,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630405,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630406,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630407,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630408,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630409,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630410,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630411,,,,62 year,,,"Bradley Bernstein, Broad",62 year,"grade IV, adenocarcinoma",PC-3,,,male
SRX2630412,,,,62 year,,,"Bradley Bernstein, Broad",62 year,"grade IV, adenocarcinoma",PC-3,,,male
SRX2630413,,,right lobe of liver,53 year,,,"Bradley Bernstein, Broad",53 year,,,right lobe of liver,,female
SRX2630414,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630415,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630416,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630417,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630418,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630419,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630420,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630421,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630422,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630423,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630424,,,,60 year,,,"Bradley Bernstein, Broad",60 year,refractory immunoblastic B cell lymphoma progressed from follicular centroblastic/centrocytic lymphoma,DOHH2,,,male
SRX2630425,,,,60 year,,,"Bradley Bernstein, Broad",60 year,refractory immunoblastic B cell lymphoma progressed from follicular centroblastic/centrocytic lymphoma,DOHH2,,,male
SRX2630426,,,,60 year,,,"Bradley Bernstein, Broad",60 year,refractory immunoblastic B cell lymphoma progressed from follicular centroblastic/centrocytic lymphoma,DOHH2,,,male
SRX2630427,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630428,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630429,,,,27 year,,,"Bradley Bernstein, Broad",27 year,normal,,,,female
SRX2630430,,,,27 year,,,"Bradley Bernstein, Broad",27 year,normal,,,,female
SRX2630431,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630432,,,,5 day,,,"Bradley Bernstein, Broad",5 day,healthy,,,,female
SRX2630433,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630434,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630435,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630436,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630437,,,,14 year,,,"Bradley Bernstein, Broad",14 year,Ewing's sarcoma,SK-N-MC,,,female
SRX2630438,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630439,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,induced pluripotent stem cell,,,male
SRX2630440,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630441,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630442,,,,5 day,,,"Richard Myers, HAIB",5 day,healthy,,,,female
SRX2630443,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630444,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630445,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630446,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630447,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630448,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630449,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630450,,,,53 year,,,"Richard Myers, HAIB",53 year,chronic myelogenous leukemia (CML),K562,,,female
SRX2630451,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630452,,,,unknown,,,"John Stamatoyannopoulos, UW",unknown,,,,,not collected
SRX2630453,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630454,,,,53 year,,,"Thomas Gingeras, CSHL",53 year,,,,,male
SRX2630455,,,,62 year,,,"Bradley Bernstein, Broad",62 year,multiple myeloma,NCI-H929,,,female
SRX2630456,,,,62 year,,,"Bradley Bernstein, Broad",62 year,multiple myeloma,NCI-H929,,,female
SRX2630457,,,gastrocnemius medialis,53 year,,,"Bradley Bernstein, Broad",53 year,,,gastrocnemius medialis,,female
SRX2630458,,,thoracic aorta,37 year,,,"Bradley Bernstein, Broad",37 year,,,thoracic aorta,,male
SRX2630459,,,thoracic aorta,37 year,,,"Bradley Bernstein, Broad",37 year,,,thoracic aorta,,male
SRX2630460,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630461,,,,unknown,,,"Bradley Bernstein, Broad",unknown,,PC-9,,,not collected
SRX2630462,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630463,,,liver,4 year,,,"Michael Snyder, Stanford",4 year,healthy,,liver,,female
SRX2630464,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630465,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630466,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630467,,,,unknown,,,"Richard Myers, HAIB",unknown,unknown,GM12878,,,female
SRX2630468,,,,43 year,,,"Bradley Bernstein, Broad",43 year,large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular B cell lymphoma,SUDHL6,,,male
SRX2630469,,,,43 year,,,"Bradley Bernstein, Broad",43 year,large cell lymphoma; diffuse mixed histiocytic and lymphocytic lymphoma; follicular B cell lymphoma,SUDHL6,,,male
SRX2630470,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630471,,,,15 year,,,"Richard Myers, HAIB",15 year,hepatocellular carcinoma,HepG2,,,male
SRX2630472,,,liver,32 year,,,"Thomas Gingeras, CSHL",32 year,healthy with non-obstructive CAD (coronary artery disease),,liver,,male
SRX2630739,,,cervix,31,,,,31,,immortal cell line,cervix,Nakai_lab,female
SRX2631289,,,,,,,,,,,,,
SRX2631290,,,,,,,,,,,,,
SRX2631291,,,,,,,,,,,,,
SRX2631292,,,,,,,,,,,,,
SRX2631293,,,,,,,,,,,,,
SRX2631294,,,,,,,,,,,,,
SRX2631343,,,,,,,,,,,,,
SRX2631376,,,,,,,,,,,,,
SRX2631377,,,,,,,,,,,,,
SRX2631378,,,,,,,,,,,,,
SRX2631379,,,,,,,,,,,,,
SRX2631828,,colon cancer cells,,,,,,,,caco-2,,,
SRX2631829,,colon cancer cells,,,,,,,,caco-2,,,
SRX2631830,,colon cancer cells,,,,,,,,RKO,,,
SRX2631831,,colon cancer cells,,,,,,,,RKO,,,
SRX2631832,,colon cancer cells,,,,,,,,SW48,,,
SRX2631833,,colon cancer cells,,,,,,,,SW48,,,
SRX2631834,,colon cancer cells,,,,,,,,SW620,,,
SRX2631835,,colon cancer cells,,,,,,,,SW620,,,
SRX2631836,,cortex,cortex,,,,,,,,cortex,,
SRX2631837,,cortex,cortex,,,,,,,,cortex,,
SRX2631838,,cortex,cortex,,,,,,,,cortex,,
SRX2631839,,cortex,cortex,,,,,,,,cortex,,
SRX263239,,Female Brain: posterior precentral gyrus (primary motor cortex),Female Brain: posterior precentral gyrus (primary motor cortex),,,,,,,,Female Brain: posterior precentral gyrus (primary motor cortex),,
SRX263240,,Female Brain: locus coeruleus,Female Brain: locus coeruleus,,,,,,,,Female Brain: locus coeruleus,,
SRX263241,,"Female Brain: occipital pole, Internal calcarine sulcus, (primary visual cortex V1)","Female Brain: occipital pole, Internal calcarine sulcus, (primary visual cortex V1)",,,,,,,,"Female Brain: occipital pole, Internal calcarine sulcus, (primary visual cortex V1)",,
SRX263242,,"Female Brain: Heschl's gyrus, transverse temporal gyrus/superior temporal gyrus (primary auditory cortex)","Female Brain: Heschl's gyrus, transverse temporal gyrus/superior temporal gyrus (primary auditory cortex)",,,,,,,,"Female Brain: Heschl's gyrus, transverse temporal gyrus/superior temporal gyrus (primary auditory cortex)",,
SRX263243,,Female Brain: temporal pole,Female Brain: temporal pole,,,,,,,,Female Brain: temporal pole,,
SRX263244,,Female Brain: hippocampus,Female Brain: hippocampus,,,,,,,,Female Brain: hippocampus,,
SRX263245,,"Female Brain: superior temporal gyrus, planum polare","Female Brain: superior temporal gyrus, planum polare",,,,,,,,"Female Brain: superior temporal gyrus, planum polare",,
SRX263246,,"Female Brain: subcentral area,","Female Brain: subcentral area,",,,,,,,,"Female Brain: subcentral area,",,
SRX263247,,Female Brain: internal globus pallidus,Female Brain: internal globus pallidus,,,,,,,,Female Brain: internal globus pallidus,,
SRX263248,,Female Brain: pulvinar,Female Brain: pulvinar,,,,,,,,Female Brain: pulvinar,,
SRX263249,,Female Brain: white matter,Female Brain: white matter,,,,,,,,Female Brain: white matter,,
SRX263250,,Female Brain: medial superior temporal gyrus (secondary auditory cortex),Female Brain: medial superior temporal gyrus (secondary auditory cortex),,,,,,,,Female Brain: medial superior temporal gyrus (secondary auditory cortex),,
SRX263251,,Female Brain: orbital gyrus,Female Brain: orbital gyrus,,,,,,,,Female Brain: orbital gyrus,,
SRX263252,,Female Brain: hippocampal gyrus,Female Brain: hippocampal gyrus,,,,,,,,Female Brain: hippocampal gyrus,,
SRX263253,,Female Brain: medial posterior cingulate gyrus,Female Brain: medial posterior cingulate gyrus,,,,,,,,Female Brain: medial posterior cingulate gyrus,,
SRX263254,,Female Brain: superior frontal gyrus,Female Brain: superior frontal gyrus,,,,,,,,Female Brain: superior frontal gyrus,,
SRX263255,,Female Brain: frontal pole,Female Brain: frontal pole,,,,,,,,Female Brain: frontal pole,,
SRX263256,,Female Brain: postcentral gyrus (primary somatosensory cortex ),Female Brain: postcentral gyrus (primary somatosensory cortex ),,,,,,,,Female Brain: postcentral gyrus (primary somatosensory cortex ),,
SRX263257,,"Female Brain: short insular gyri, anterior insular cortex (gustatory cortex)","Female Brain: short insular gyri, anterior insular cortex (gustatory cortex)",,,,,,,,"Female Brain: short insular gyri, anterior insular cortex (gustatory cortex)",,
SRX263258,,"Female Brain: superior temporal gyrus, planum temporale (Wernicke's area)","Female Brain: superior temporal gyrus, planum temporale (Wernicke's area)",,,,,,,,"Female Brain: superior temporal gyrus, planum temporale (Wernicke's area)",,
SRX263259,,"Female Brain: inferior frontal gyrus, pars triangularis (Broca's area)","Female Brain: inferior frontal gyrus, pars triangularis (Broca's area)",,,,,,,,"Female Brain: inferior frontal gyrus, pars triangularis (Broca's area)",,
SRX263260,,Female Brain: substantia nigra,Female Brain: substantia nigra,,,,,,,,Female Brain: substantia nigra,,
SRX263261,,Female Brain: amygdala,Female Brain: amygdala,,,,,,,,Female Brain: amygdala,,
SRX263262,,"Female Brain: lateral occipital gyrus (secondary visual cortex V2, V3)","Female Brain: lateral occipital gyrus (secondary visual cortex V2, V3)",,,,,,,,"Female Brain: lateral occipital gyrus (secondary visual cortex V2, V3)",,
SRX263263,,Female Brain: medio superior caudate nucleus (body),Female Brain: medio superior caudate nucleus (body),,,,,,,,Female Brain: medio superior caudate nucleus (body),,
SRX263264,,"Female Brain: central medial thalamic nuclei (contains nucleus medialis dorsalis fasciculosis, commissural nucleus, paraventricular thalamic nucleus, reuniens thalamic nucleus, cucullaris nucleus, paratenial thalamic nucleus)","Female Brain: central medial thalamic nuclei (contains nucleus medialis dorsalis fasciculosis, commissural nucleus, paraventricular thalamic nucleus, reuniens thalamic nucleus, cucullaris nucleus, paratenial thalamic nucleus)",,,,,,,,"Female Brain: central medial thalamic nuclei (contains nucleus medialis dorsalis fasciculosis, commissural nucleus, paraventricular thalamic nucleus, reuniens thalamic nucleus, cucullaris nucleus, paratenial thalamic nucleus)",,
SRX263265,,Female Brain: ventral anterior thalamic nucleus (anteroprincipal thalamic nucleus),Female Brain: ventral anterior thalamic nucleus (anteroprincipal thalamic nucleus),,,,,,,,Female Brain: ventral anterior thalamic nucleus (anteroprincipal thalamic nucleus),,
SRX263266,,Female Brain: external globus pallidus,Female Brain: external globus pallidus,,,,,,,,Female Brain: external globus pallidus,,
SRX263267,,Female Brain: medial dorsal thalamic nucleus (dorsal superficial nucleus),Female Brain: medial dorsal thalamic nucleus (dorsal superficial nucleus),,,,,,,,Female Brain: medial dorsal thalamic nucleus (dorsal superficial nucleus),,
SRX263268,,Female Brain: putamen,Female Brain: putamen,,,,,,,,Female Brain: putamen,,
SRX263269,,Female Brain: medial precentral gyrus (secondary motor cortex),Female Brain: medial precentral gyrus (secondary motor cortex),,,,,,,,Female Brain: medial precentral gyrus (secondary motor cortex),,
SRX263270,,Female Brain: geniculate nucleus,Female Brain: geniculate nucleus,,,,,,,,Female Brain: geniculate nucleus,,
SRX263271,,Female Brain: inferior temporal gyrus,Female Brain: inferior temporal gyrus,,,,,,,,Female Brain: inferior temporal gyrus,,
SRX263272,,Female Brain: red nucleus (nucleus rubens),Female Brain: red nucleus (nucleus rubens),,,,,,,,Female Brain: red nucleus (nucleus rubens),,
SRX263273,,Female Brain: posterior medial frontal gyrus,Female Brain: posterior medial frontal gyrus,,,,,,,,Female Brain: posterior medial frontal gyrus,,
SRX263274,,Female Brain: angular gyrus,Female Brain: angular gyrus,,,,,,,,Female Brain: angular gyrus,,
SRX263275,,Female Brain: hypothalamus,Female Brain: hypothalamus,,,,,,,,Female Brain: hypothalamus,,
SRX263276,,Female Brain: precuneus,Female Brain: precuneus,,,,,,,,Female Brain: precuneus,,
SRX263277,,Female Brain: cerebellum,Female Brain: cerebellum,,,,,,,,Female Brain: cerebellum,,
SRX263278,,Female Brain: post central gyrus (superior part) (secondary sensorimotor cortex),Female Brain: post central gyrus (superior part) (secondary sensorimotor cortex),,,,,,,,Female Brain: post central gyrus (superior part) (secondary sensorimotor cortex),,
SRX263279,,Female Brain: angular gyrus superior (secondary visual cortex V3/V7a),Female Brain: angular gyrus superior (secondary visual cortex V3/V7a),,,,,,,,Female Brain: angular gyrus superior (secondary visual cortex V3/V7a),,
SRX263280,,Female Brain: middle temporal gyrus,Female Brain: middle temporal gyrus,,,,,,,,Female Brain: middle temporal gyrus,,
SRX263281,,Female Brain: fusiform gyrus (occipito temporal gyrus),Female Brain: fusiform gyrus (occipito temporal gyrus),,,,,,,,Female Brain: fusiform gyrus (occipito temporal gyrus),,
SRX263282,,Female Brain: pineal gland,Female Brain: pineal gland,,,,,,,,Female Brain: pineal gland,,
SRX263283,,Female Brain: supramarginal gyrus,Female Brain: supramarginal gyrus,,,,,,,,Female Brain: supramarginal gyrus,,
SRX263284,,Female Brain: posterior cingulate gyrus,Female Brain: posterior cingulate gyrus,,,,,,,,Female Brain: posterior cingulate gyrus,,
SRX263285,,Female Brain: paraterminal gyrus/subcallosal area,Female Brain: paraterminal gyrus/subcallosal area,,,,,,,,Female Brain: paraterminal gyrus/subcallosal area,,
